Id.;Título;Autor;Fecha;Periódico / institución;Resumen;Lugar;Demanda;Actor demandante;Actor demandado;Actor Mediador;Otro actor;Acción conflictiva;evento nuevo;Tipo de evento conflictivo;Sector demandante;Sector demandado;Sector mediador;Sector otro actor;Escala del conflicto;Episodio conflictivo;Campo de conflicto;Región;Municipio;Cuenca, Fuente o cuerpo de agua;Lugar para georeferencia;Latitud;Longitud;Texto completo;observaciones
1425;Aducción al sur tiene 36% de avance físico, según Gobernación;Redacción Central;18/8/19;Los tiempos;La aducción 2, que transportará agua de la represa del Complejo Múltiple Misicuni a las poblaciones de Colcapirhua y la zona sur de la ciudad de Cochabamba, registra un avance físico del 36 por ciento, informó el director de Obras Civiles de la Gobernación, Omar Arze.;Colcapirhua y zona sur;Agua de Misicuni;Poblacion;Gobernacion;;Misicuni;;expediente;Implementación de proyecto;Sociedad civil;Gob departamental;;;Acuerdo;Misicuni Distribución;Reproducción social;Departamento;Cochabamba;;Misicuni;;;Link;
1426;Prevén concluir redes de agua para Misicuni en mayo de 2020;Redacción Central;19/8/19;Los tiempos;La construcción de redes primarias de agua potable para beneficiarse con uno de los componentes del proyecto del Complejo Múltiple Misicuni en Sacaba tiene un avance del 2 por ciento. El alcalde Humberto Sánchez adelantó que la empresa debe entregar la obra hasta mayo de 2020.;Sacaba;Agua de Misicuni;Poblacion;Alcaldia;;Gobernacion y ministerio de Medio Ambiente;;expediente;Implementación de proyecto;Sociedad civil;Gob municipal;;;Acuerdo;Misicuni Distribución;Reproducción social;Departamento;Sacaba;;Sacaba;;;Link;
1427;Albarrancho exige vías y obras en compensación por contaminación;Lucero Claros;19/8/19;Los tiempos;Un conjunto de necesidades como el revestimiento de las vías, asfaltados, ripiados, instalación de agua y alcantarillado, además de la construcción de un puente, son las necesidades que tienen los vecinos de Albarrancho, donde está la planta de tratamiento de aguas negras de la ciudad;Albarrancho;Ejecutar proyectos de compensación por la contaminación de la planta de tratamiento;Vecinos;Gob Municipal;;;Contaminacion ambiental;No;Contaminación de aguas;Sociedad civil;Gob Municipal;;;Manifiesto/ confrontación;Albarrancho Planta;Reproducción social;Departamento;Cochabamba;;Albarrancho;;;Link;
1428;Postergan declaración de involucrados en plan maestro de Quillacollo;redaccion central;23/8/19;los tiempos;El Tribunal de Sentencia No. 1 del Juzgado de Quillacollo reprogramó este viernes la audiencia de declaración de involucrados en el juicio oral del plan maestro de agua potable y alcantarillado para el próximo 4 de septiembre.;Quillacollo;Declaración de acusados en el caso plan maestro;fiscal Ricardo Arellano.;Alcaldes de anteriores gestiones;;;incumplimiento de deberes ;si;Normativa y reglamentación;Poder judicial;Gob municipal;;;Manifiesto/ confrontación;Plan Maestro Quillacollo;Institucional normativo;Valle Bajo;Quillacollo;;Quillacollo;;;Link;
1429;La construcción de tanques para dotar de agua al sur está paralizada;Redaccion Central;29/8/19;Los tiempos;La construcción de cinco tanques para dotar de agua del Complejo Múltiple Misicuni a la zona sur de la ciudad de Cochabamba está paralizada, según constató ayer el asambleísta Eduardo Sarmiento (Demócratas), durante una inspección. En el recorrido, Sarmiento verificó que el tanque Quenamari, en el extremo sur, está abandonado y en el momento de la inspección no se realizaba ningún trabajo. El mismo panorama se registró en el tanque de Villa Primero de Mayo, una zona que participó en el Guerra del Agua.;Zona sur;Agua de Misicuni;Asambleista Democrata;Gobernacion;;Misicuni;Obra paralizada;expediente;Implementación de proyecto;Aut. Dptal. y Mpal.;Gob departamental;;;Manifiesto/ confrontación;Misicuni Distribución;Reproducción social;Departamento;Cochabamba;;Zona Sur;;;Link;
1430;Tres hoteles en el Tunari avanzan sin intervención;Redacción Central;6/9/19;Los tiempos;Ninguna institución gubernamental ha logrado detener la construcción tres hoteles ilegales sobre la cota 2.750. Pese a denuncias y paralizaciones, dos continúan las obras y uno funciona “clandestinamente”;Tunari;Paralizar construcciones en la zona;Asambleistas ;Alcaldia;;;Construcciones clandestinas en areas protegidas;expediente;Normativa y reglamentación;Aut. Dptal. y Mpal.;Gob municipal;;;Manifiesto/ confrontación;Crecimiento urbano;Reproducción social;Departamento;Cochabamba;;Tunari;;;Link;
1431;Bloquean carretera por mala calidad del agua;Redaccion Central;6/9/19;Los tiempos;Los pobladores del municipio de Capinota bloquearon la carretera al occidente por más de 10 horas y tapiaron las instalaciones de la alcaldía y el concejo como reclamo por la mala calidad del agua que consumen. La medida se asumió, ayer, luego de conocer un estudio realizado por la Universidad Mayor de San Simón.;Capinota;Implementación de un proyecto de agua potable;Poblacion;Alcaldia de Capinota;;UMSS;Analisis senala mala calidad del agua;no;Implementación de proyecto;Sociedad civil;Gob Municipal;;;Manifiesto/ confrontación;Capinota agua potable;Reproducción social;Departamento;Capinota;;Capinota;-17.692233;-66.263652;Link;
1432;Plantean subir tarifa de agua potable en 0,50 centavos;Redaccion Central;6/9/19;Los tiempos;El directorio de la Cooperativa de Agua Potable y Alcantarillado de Tiquipaya (Coapat) propuso aumentar en 0,50 centavos el costo del metro cúbico del agua (1.000 litros), informó el presidente de la entidad, Carlos Rosoo.;Tiquipaya;Proponen aumentar costo de metro cubico de agua;Directorio de la Cooperativa de Agua Potable y Alcantarillado de Tiquipaya;Poblacion;;;Recaudacion por agua no cubre requerimientos ;No;Tarifas y costos;Org. Vecinal;Sociedad civil;;;Negociación/ pausa;Aislado;Reproducción social;Departamento;Tiquipaya;;Tiquipaya;;;Link;
1433;350 l/s de agua desfogada por Misicuni se contaminan en el Rocha;Cristina Cotari;6/9/19;Los tiempos;De 1.200 litros por segundo (l/s) que desfoga la represa Misicuni para riego, 350 l/s se mezclan con el agua contaminada del río Rocha para luego utilizarse en las plantaciones, según el informe GT/INF/015/2019 elaborado por la empresa. Mientras, 850 l/s se aprovechan antes de terminar contaminados;Cochabamba;Convenios para aprovechar el agua de desfogue;Poblacion;Misicuni;;Regantes;Desperdicio de agua en el Rocha;expediente;Contaminación de aguas;Sociedad civil;Empresa pública;;;Manifiesto/ confrontación;Misicuni Distribución;Reproducción social;Departamento;Cochabamba;;Misicuni;;;Link;
1434;Asamblea pedirá a universidad verificar agua del río Rocha;Redaccion Central;8/9/19;Los tiempos;La Asamblea Legislativa Departamental aprobó solicitar al Centro de Aguas y Saneamiento Ambiental de la Universidad Mayor de San Simón (UMSS) controlar la calidad del agua del río Rocha para verificar si los 350 l/sde recurso hídrico que llegan de la represa de Misicuni redujeron los niveles de contaminación del afluente, informó ayer la legisladora Lizeth Beramendi (Único).;Rio Rocha;Controlar calidad de agua del rio Rocha;Asamblea Legislativa;Gobernacion;;UMSS Centro de Aguas;Contaminacion ambiental;No;Contaminación de aguas;Aut. Dptal. y Mpal.;Gob departamental;;UMSS;Análisis/ propuesta;Rio Rocha Contaminación;Reproducción social;Departamento;Cochabamba;;Rio Rocha;;;Link;
1435;Capinota se queda sin fuentes de agua potable;Redaccion Central;9/9/19;Los tiempos;La falta de fuentes de agua aptas para consumo humano preocupa a la población del municipio de  Capinota. El presidente del Comité Cívico, Teófilo Berbetty, informó ayer  que los vecinos están en emergencia porque el déficit del recurso hídrico y el alto nivel de minerales del líquido vital  inciden en la salud y calidad de vida de los habitantes;Capinota;Construcción de una represa para solucionar el problema de agua;Poblacion;Gob Municipal y departamental;;;Falta de fuentes de agua;No;Demanda de agua potable;Sociedad civil;Aut. Dptal. y Mpal.;;;Negociación/ pausa;Capinota agua potable;Reproducción social;Departamento;Capinota;;Capinota;;;Link;
1436;El nuevo sur crece como una ciudad clandestina;Redacción Central;14/9/19;Los tiempos;Miles de casas de ladrillo con pequeños muros de piedra y encajonadas en los cerros, sin papeles, agua ni alcantarillado, son parte del nuevo sur, una ciudad clandestina que se expande de manera incontenible más allá de los límites tradicionales de la urbe.;Zona sur;Parar crecimiento de mancha Urbana;Poblacion;Autoridades departamentales;;;Expansion de ciudad clandestina;expediente;Normativa y reglamentación;Sociedad civil;Aut. Dptal. y Mpal.;;;En ciernes;Crecimiento urbano;Reproducción social;Departamento;Cochabamba;;Zona sur;;;Link;
1437;El agua es el recurso más necesario y contaminado;Redaccion Central;14/9/19;Los tiempos;El agua para los cochabambinos es un recurso fundamental. Sin embargo, la contaminación hídrica es una de las de mayor impacto en el departamento. El efecto es sobre la salud de la población y animales, los cuales pueden contraer diversas enfermedades.;Cochabamba;Soluciones para contaminacion hidrica;Investigadores;Autoridades departamentales;;;Contaminacion hidrica;No;Contaminación de aguas;Universidad;Aut. Dptal. y Mpal.;;;En ciernes;Rio Rocha Contaminación;Reproducción social;Departamento;Cochabamba;;Cochabamba;;;Link;
1438;Dejan morir laguna Coña Coña por falta de presupuesto y acciones;Lucero Claros;16/9/19;Los tiempos;La Alcaldía de Cochabamba anunció en 2017 la ejecución de un plan de recuperación de la laguna de Coña Coña con un presupuesto de 20 millones de bolivianos, pero hasta ahora no se ejecuta ni la primera fase y el dinero destinado en el POA 2019 es mínimo y permanece sin ejecución;Cona Cona;Recuperar la laguna;Vecinos;Alcaldia de Cochabamba;;;Aumenta la contaminacion por abandono;Si;Contaminación de aguas;Sociedad civil;Aut. Dptal. y Mpal.;;;En ciernes;Laguna Coña Coña;Ecológico / ambiental;Departamento;Cochabamba;;Cona Cona;;;Link;
1439;Agilizan trabajos para dotar agua de Misicuni a Sacaba;Redaccion Central;19/9/19;Los tiempos;Con el propósito de agilizar la entrega de agua de la represa de Misicuni a Sacaba, el alcalde Humberto Sánchez y los concejales inspeccionaron las obras desde la planta de tratamiento de Jove Rancho en Colcapirhua hasta el tanque cinco, en Huayllani.;Sacaba;Dotacion de agua de Misicuni;Poblacion;Alcaldia;;Misicuni;Priorizar proyecto de agua;expediente;Demanda de agua potable;Sociedad civil;Gob municipal;;;Acuerdo;Misicuni Distribución;Reproducción social;Departamento;Sacaba;;Misicuni - Sacaba;;;Link;
1440;EMSA y Semapa, las más impactadas por los recortes;Walter Tapia Callao;21/9/19;Los tiempos;La Empresa Municipal de Servicio de Aseo (EMSA) y el Servicio Municipal de Agua Potable y Alcantarillado (Semapa) son las empresas descentralizadas que serán más impactadas por la reducción de recursos para la Alcaldía de Cochabamba. El Plan Operativo Anual (POA), de ambas empresas, bajó en 83 millones de bolivianos para el próximo año.;Cochabamba;Revisar a detalle el POA;Consejales;Alcaldia;;;Reduccion de recursos;expediente;;Aut. Dptal. y Mpal.;Gob municipal;;;En ciernes;Semapa Gestión;Reproducción social;Departamento;Cochabamba;;Semapa - Emsa;;;Link;
1441;Tanques para acumular agua de Misicuni debían terminarse en junio;Redaccion Central;23/9/19;Los tiempos;La construcción de tres tanques para llevar agua de Misicuni a la zona sur de Cercado tienen 15 por ciento de avance, pero esta obra que inició en octubre de 2018 debía ser entregada en junio de este año, informó el asambleísta, Eduardo Sarmiento;Zona sur;Construccion de tanques para almacenamiento de agua;Poblacion;Gobernacion;;Misicuni;Agua de Misicuni desemboca en el rio Rocha;No;Implementación de proyecto;Sociedad civil;Gob departamental;;;Acuerdo;Agua Zona Sur;Reproducción social;Departamento;Cochabamba;;Zona sur;;;Link;
1442;Dirigentes lamentan el poco avance en la aducción Jove Rancho-Sacaba;Walter Tapia Callao;24/9/19;Los tiempos;Tras una inspección que realizaron a la aducción Jove Rancho-Sacaba, los dirigentes del Sindicato Mixto del Autotransporte de Sacaba, la concejala Zelma Morales y el asambleísta Eduardo Sarmientos, lamentaron que aún no haya avance en este tramo para llevar agua al municipio de Sacaba.;Sacaba;Dotacion de agua de Misicuni;Concejal y Asambleista;Alcaldia y Gobernacion;;;Poco avance de obra;expediente;Demanda de agua potable;Aut. Dptal. y Mpal.;Gob departamental;;;En ciernes;Misicuni Distribución;Reproducción social;Departamento;Sacaba;;Jove-Rancho/ Sacaba;;;Link;
1443;La Gobernación proyecta crear una empresa del agua;redaccion central;28/9/19;los tiempos;La Gobernación avanza en la creación de una empresa metropolitana del agua para atender a los municipios que no cuentan con un operador e informó que están en construcción dos de los cuatro ductos que se necesitan para distribuir el agua de Misicuni. Uno de los resultados de la consultoría ejecutada la pasada gestión señalaba que cada municipio debía tener su empresa de agua. En la actualidad, sólo Cercado, Sacaba y Quillacollo cuentan con ellas y también se deben fortalecer.Uno de los resultados de la consultoría ejecutada la pasada gestión señalaba que cada municipio debía tener su empresa de agua. En la actualidad, sólo Cercado, Sacaba y Quillacollo cuentan con ellas y también se deben fortalecer.;;Municipios busquen finciamiento para la construccion de ductos;gobernacion;municipios;;;cada municipio deberia tener su empresa de agua;expediente;Demanda de agua potable;Gob departamental;Gob municipal;;;Manifiesto/ confrontación;Misicuni Distribución;Reproducción social;Valle Bajo;Varios;;cochabamba;;;Link;
1444;Semapa liga racionamiento a las fugas y renovará su red;Lorena Amurrio Montes;5/10/19;Los tiempos;Los vecinos del centro y sur de la ciudad reclaman por la reducción de la dotación de agua potable. En ningún caso cuentan con las 12 horas de servicio que se ofrecieron con la puesta en marcha de Misicuni, en 2017. Uno de los motivos, según Semapa, serían las fugas y reventones de tuberías en el centro. Por ese motivo, Semapa decidió apurar el proyecto de renovación en 120 manzanos del centro;Cochabamba;Dotacion normal de agua;Poblacion;Semapa;;;Racionamiento de agua;No;Demanda de agua potable;Sociedad civil;Empresa pública;;;Manifiesto/ confrontación;Semapa Misicuni;Reproducción social;Departamento;Cochabamba;;Cochabamba;;;Link;
1445;Semapa cortará desde mañana el alcantarillado a 20 mil usuarios con mora;los tiempos digital;8/10/19;los tiempos;Ante la mora elevada que afecta aproximadamente a 20 mil usuarios con una deuda de 30 millones de bolivianos en total, el gerente comercial del Servicio de Agua Potable y Alcantarillado (Semapa), Luis Prudencio, anunció que desde mañana se procederá al corte de servicio de los usuarios deudores.;cochabamba;cancelacion de adeudos por servicios de agua potable y alcantarillado;semapa;poblacion morosa;;;Corte de suministro de agua y alcantarillado;si;Tarifas y costos;Empresa pública;Sociedad civil;;;Manifiesto/ confrontación;Semapa alcantarillado;Reproducción social;Metropolitana;Cochabamba;;cercado;;;Link;
